Country,City,Line,Phase,Start_year,End_year,RR,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform_length_meters,Source1,Cost,Currency,Year,PPP_rate,Real_cost,Cost_km_millions,Anglo,Inflation_index,Real_cost_2023_dollars,Cost_km_2023_dollars,Source2,Reference1,Reference2,Reference3,Comments
CN,Shenzhen,Line 8,Line 8 Phase 2,2019,2024,0,8.023,100,8.023,NaN,NaN,4,138,NaN,6316,CNY,2021,0.239,1509.524,188.14957,0,1.124486105,1697.438764,211.5715772,Trade,http://www.rail-transit.com/project/show.php?itemid=354,NaN,NaN,NaN
CN,Guangzhou,Line 13,Line 13 Phase 1,2013,2017,0,27.03,100,27.03,0,0,11,NaN,Media,19038,CNY,2013,0.273,5197.374,192.281687,0,1.307975292,6798.036773,251.4996956,Media,http://www.dcement.com/Article/201310/117609.html,NaN,NaN,NaN
CN,Guiyang,Line 1,Line 1 Phase 1,2013,2017,0,34.3,85,29,5.14,0.348,25,NaN,Media,19370,CNY,2010,0.3,5811,169.4169096,0,1.397356642,8120.039449,236.735844,Media,https://zh.wikipedia.org/wiki/%E8%B4%B5%E9%98%B3%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Wuhan,Line 4,Line 4 Phase 1,2009,NaN,0,15.4,100,15.4,0,0,15,NaN,Media,9400,CNY,2009,0.317,2979.8,193.4935065,0,1.420277155,4232.141866,274.8144069,Plan,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A4%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B,NaN,NaN,NaN
CN,Chengdu,Line 8,Line 8 Phase 1,2021,NaN,0,29.1,100,29.1,NaN,NaN,25,138,NaN,23757,CNY,2019,0.238,5654.166,194.3012371,0,1.191839066,6738.855922,231.5758049,Plan,rail-transit.com/project/show.php?itemid=77,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201607/W020190905517098302181.pdf,NaN,NaN
CN,Chengdu,Line 9,Line 9 Phase 1,2016,2020,0,22.2,100,22.2,0,0,13,NaN,Plan,20253.0923,CNY,2017,0.239,4840.48906,218.0400477,0,1.243072781,6017.080195,271.0396484,Plan,https://www.chengdurail.com/detail/7247.html,NaN,NaN,NaN
CN,Chengdu,Line 10,Line 10 Phase 2,2016,2020,0,26.7,39,10.4,16.554,0,9,138,Plan,13156,CNY,2016,0.251,3302.156,123.6762547,0,1.269554638,4192.267465,157.0137627,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201607/W020190910671924062945.pdf,NaN,NaN,NaN
TR,Istanbul,M3,M3 Phase 2,2015,2023,0,8.9,100,8.4,0,0,8,180,Plan,333,USD,2019,3,999,112.247191,0,1.191839066,1190.647227,133.7805873,Plan,https://ekap.kik.gov.tr/EKAP/Ortak/IhaleArama/index.html,NaN,NaN,NaN
TR,Istanbul,M8,M8,2016,2022,0,14.3,100,14.3,0,0,11,100,Plan,635,USD,2019,3,1905,133.2167832,0,1.191839066,2270.45342,158.7729664,Plan,https://ekap.kik.gov.tr/EKAP/Ortak/IhaleArama/index.html,NaN,NaN,NaN
TR,Istanbul,M5,M5 Phase 2-M13,2016,2027,0,17.8,100,17.8,0,0,13,140,Plan,657,USD,2019,3,1971,110.7303371,0,1.191839066,2349.114798,131.9727415,Plan,https://ekap.kik.gov.tr/EKAP/Ortak/IhaleArama/index.html,NaN,NaN,"End year: Planned to be completed after 2024, between 2025-2029."
TR,Istanbul,M12,M12,2017,2023,0,13,100,13,0,0,11,100,Plan,698,USD,2020,3.3,2303.4,177.1846154,0,1.17731472,2711.826726,208.6020559,Plan,https://ekap.kik.gov.tr/EKAP/Ortak/IhaleArama/index.html,NaN,NaN,NaN
TR,Istanbul,M11,M11 Phase 1,2016,2022,0,37.5,100,37.5,0,0,9,180,Plan,1130,USD,2019,3,3390,90.4,0,1.191839066,4040.334432,107.7422515,Media,https://www.insaatderyasi.com/gayrettepe-3-havalimani-metro-ihalesine-1-milyar-euro-1718h.htm,NaN,NaN,NaN
TR,Istanbul,M11,M11 Phase 2,2018,2022,0,32,100,32,0,0,7,180,Plan,916,USD,2020,3.3,3022.8,94.4625,0,1.17731472,3558.786936,111.2120917,Trade,http://www.yatirimlar.com/haber-AYGM_Istanbul_Yeni_Havalimani___Halkali_Metro_Hatti_insaati_ile_Elektromekanik_Sistemlerinin_temin_montaj_ve_isletmeye_alma_isleri_ihalesi_icin_sozlesme_imzaladi-248098.htm,NaN,NaN,NaN
UZ,Tashkent,Sergeli Line,Sergeli Line,2017,2020,0,6.94,0,0,6.94,0,6,NaN,Trade,142.2,USD,2018,5,711,102.4495677,0,1.21343491,862.7522212,124.315882,Plan,http://www.uzbekembassy.in/construction-of-sergeli-metro-line-to-cost-170-1-million/,NaN,NaN,"Cost: 170.1 million per the most up-to-date sources, e.g. https://www.railwaypro.com/wp/tashkent-metro-extension-is-underway/. Some older sources omit some of the budget and say 82.6 million, e.g. https://kun.uz/en/news/2019/02/15/sergeli-overground-metro-will-cost-uzbekistan-80-million, mentioning also 27.9 million for rolling stock; the figure given here is 170.1-27.9., PPP rate: Approximate figure; Uzbekistan has both high inflation and rapid currency depreciation."
UZ,Tashkent,Yunusabad Line,Yunusabad Line extension,2017,2020,0,2.9,100,2.9,0,0,2,NaN,Trade,124.8,USD,2018,5,624,215.1724138,0,1.21343491,757.183384,261.0977186,Trade,https://www.railwaypro.com/wp/tashkent-metro-extension-is-underway/,NaN,NaN,"Cost: See also https://www.railtech.com/infrastructure/2019/05/31/tashkent-metro-will-be-extended-with-two-elevated-lines/, expressing the same figure in exchange rate euros. This may include rolling stock, since the Sergeli Line figure does."
AT,Vienna,Lainz Tunnel,Lainz Tunnel,1999,2012,1,12.8,100,12.8,0,0,0,NaN,Media,1300,EUR,2005,1.25,1625,126.953125,0,1.560174091,2535.282898,198.0689764,Media,https://wien.orf.at/v2/news/stories/2537074/,NaN,NaN,NaN
BR,Rio de Janeiro,Line 4,Line 4,2010,2016,0,16,96,15.4,0,0,7,NaN,Measured,10300,BRL,2013,0.59,6077,379.8125,0,1.307975292,7948.565847,496.7853654,Trade,http://itdpbrasil.org.br/wp-content/uploads/2018/05/ITDP_PP_Linha_4_Maio_2018.pdf,NaN,NaN,"Stations: Including Gávea, which is on a branch., Reference: P. 14."
BR,Salvador,SkyRail Bahia,SkyRail Bahia,2020,2022,0,23.3,0,0,0,0,26,NaN,Trade,689,USD,2021,2.3,1584.7,68.01287554,0,1.124486105,1781.973131,76.47953353,Trade,https://www.yicaiglobal.com/news/byd-design-for-usd689-million-brazil-monorail-gets-green-light,NaN,NaN,NaN
BR,Sao Paulo,Line 17,Line 17,2012,2021,0,7.7,0,0,0,0,8,NaN,Trade,1300,USD,2016,2.3,2990,388.3116883,0,1.269554638,3795.968368,492.9829049,Trade,https://www.railjournal.com/in_depth/21-rail-projects-to-watch-in-2021,NaN,NaN,NaN
CA,Calgary,Green Line,Green Line stage 1,2021,2027,0,20,20,4,0,0,15,NaN,Wiki,5500,CAD,2024,0.84,4620,231,1,1,4620,231,Media,https://globalnews.ca/news/7527443/green-line-lrt-calgary-alberta-government/,NaN,NaN,Stations: Only 4 underground and 2 elevated.
CA,Vancouver,Millennium Line,Millennium Line Phase 1,1998,2002,0,19.9,0,0,0,0,13,NaN,Wiki,1200,CAD,2000,0.81,972,48.84422111,1,1.769465738,1719.920697,86.42817572,Plan,https://web.archive.org/web/20181110080355/https://www.translink.ca/-/media/Documents/about_translink/corporate_overview/corporate_reports/history/translink_history_nov_2008.pdf,NaN,NaN,"End year: A small section was delayed to 2006., Cost: PDF-p. 55 of reference."
CA,Vancouver,Canada Line,Canada Line,2005,2009,0,18.4,49,9.1,0,0,16,NaN,Wiki,2050,CAD,2007,0.82,1681,91.35869565,1,1.469562366,2470.334337,134.2573009,Media,https://vancouversun.com/news/local-news/by-the-numbers-canada-line-turns-10,NaN,NaN,NaN
CA,Vancouver,Evergreen Line,Evergreen Line,2012,2016,0,10.9,18,2,0,0,6,NaN,Wiki,1430,CAD,2014,0.81,1158.3,106.266055,1,1.287096175,1490.843499,136.7746329,Media,https://thebreaker.news/news/evergreen-line-costs/,NaN,NaN,Tunnel: https://www.canadianundergroundinfrastructure.com/article/22383/tunnelling-for-vancouvers-evergreen-line-complete
DE,Hamburg,U5,U5-East,2021,2030,0,5.8,93,5.4,0,0,5,NaN,Media,2860,EUR,2025,1.3,3718,641.0344828,0,1,3718,641.0344828,Media,"https://www.ndr.de/nachrichten/hamburg/U5-in-Hamburg-Kosten-fuer-oestlichen-Abschnitt-explodieren,ubahn826.html",NaN,NaN,Stations: See https://www.hamburg.de/contentblob/12763212/9af1f73ecb661c983474ee2ef634deb6/data/20190711-u5-ost-faktenpapier.pdf.
FR,Rennes,Line B,Line B,2014,2021,0,14,79,11,0,0,15,NaN,Trade,1342,EUR,2020,1.3,1744.6,124.6142857,0,1.17731472,2053.943261,146.7102329,Plan,http://www.presse.metropole.rennes.fr/accueil/documents-presse/tous-les-documents/27-10165/mise-en-service-de-la-ligne-b-du-metro-de-rennes-metropole-le-21-decembre-2020,NaN,NaN,NaN
HK,Hong Kong,Tung Chung Line,Tung Chung Line extension,2023,2029,0,1.8,100,1.8,0,0,1,NaN,Media,18700,HKD,2016,0.1686,3152.82,1751.566667,0,1.269554638,4002.677254,2223.709585,Media,https://news.rthk.hk/rthk/en/component/k2/1519400-20200407.htm,NaN,NaN,"Length: 1.3 km in service plus 500 m of overrun tracks at the other end., Stations: There's also an at-grade infill station."
HK,Hong Kong,West Island Line,West Island Line,2009,2016,0,3,100,3,0,0,3,NaN,Plan,18500,HKD,2012,0.1834,3392.9,1130.966667,0,1.327133984,4502.832895,1500.944298,Plan,https://www.legco.gov.hk/yr15-16/english/panels/tp/tp_rdp/papers/tp_rdp20160627cb4-1136-2-e.pdf,NaN,NaN,NaN
HK,Hong Kong,Airport Railway,Airport Railway,1994,1998,0,34,24,8,6,20,9,200,Plan,34000,HKD,1996,0.1871,6361.4,187.1,0,1.942014022,12353.928,363.3508235,Plan,https://www.info.gov.hk/archive/napco/cost.html,NaN,NaN,ID: Numbers changed from a duplicate on this and the subsequent 3 lines (note color in table).
HK,Hong Kong,Kwung Tong Line,Quarry Bay Congestion Relief Works (Kwung Tong Extension),1997,2001,0,2.1,100,2.1,0,0,0,NaN,Plan,3100,HKD,1999,0.1823,565.13,269.1095238,0,1.828943577,1033.590884,492.1861352,Plan,NaN,NaN,NaN,NaN
HK,Hong Kong,Tseung Kwan Line,Tseung Kwan O Extension,1999,2002,0,4,100,4,0,0,5,200,Plan,16000,HKD,2000,0.1886,3017.6,754.4,0,1.769465738,5339.53981,1334.884952,NaN,NaN,NaN,NaN,NaN
HK,Hong Kong,Penny's Bay Rail Link,Penny's Bay Rail Link (Disneyland Resort Line),2001,2005,0,3.5,25,0.875,0,2.625,2,NaN,Measured,2000,HKD,2003,0.2115,423,120.8571429,0,1.65598913,700.4834022,200.1381149,NaN,NaN,NaN,NaN,NaN
HK,Hong Kong,South Island Line,South Island Line (East),2011,2016,0,7,71,5,2,0,5,NaN,Plan,16900,HKD,2013,0.1803,3047.07,435.2957143,0,1.307975292,3985.492272,569.3560388,Plan,https://www.legco.gov.hk/yr15-16/english/panels/tp/tp_rdp/papers/tp_rdp20160627cb4-1136-2-e.pdf,NaN,NaN,Tunnel: 2 km in Ap Lei Chau are on viaduct: http://personal.cityu.edu.hk/bswmwong/contents/resources/con_stud/South_Island_Line.pdf
HK,Hong Kong,Kwung Tong Line,Kwun Tong Line extension,2011,2016,0,2.6,100,2.6,0,0,2,NaN,Plan,7200,HKD,2013,0.1803,1298.16,499.2923077,0,1.307975292,1697.961205,653.0620017,Plan,https://www.legco.gov.hk/yr15-16/english/panels/tp/tp_rdp/papers/tp_rdp20160627cb4-1136-2-e.pdf,NaN,NaN,NaN
HK,Hong Kong,Tuen Mun Line,Tuen Mun South Extension,2023,2030,0,2.4,0,0,0,0,2,NaN,Plan,11400,HKD,2015,0.1715,1955.1,814.625,0,1.285570233,2513.418363,1047.257651,Plan,https://www.legco.gov.hk/yr19-20/english/panels/tp/tp_rdp/papers/tp_rdp20200605cb4-646-1-e.pdf,NaN,NaN,NaN
HK,Hong Kong,Sha Tin-Central Link,Sha Tin-Central Link,2012,2022,1,17,88,15,0,0,9,NaN,Measured,87300,HKD,2017,0.1664,14526.72,854.5129412,0,1.243072781,18057.77022,1062.221778,Trade,https://www.railwaygazette.com/infrastructure/shatin-central-project-faces-23-cost-increase/45602.article,NaN,NaN,NaN
HK,Hong Kong,Modified Initial System,Modified Initial System,1975,1980,0,15.6,82,12.8,2.8,0,15,200,Plan,5637,HKD,1977,0.9157,5161.8009,330.8846731,0,5.028085809,25953.97785,1663.716529,Plan,https://mmis.hkpl.gov.hk///c/portal/cover?c=QF757YsWv59%2F9WIUSQ5l76Vd0tr1CR%2F%2F#.YW2ctNha4E8.link,NaN,NaN,NaN
HK,Hong Kong,Tsuen Wan Line,Tsuen Wan Extension,1978,1982,0,10.5,80,8.4,2,0.1,10,200,Plan,3900,HKD,1980,0.6209,2421.51,230.62,0,3.697839806,8954.356068,852.795816,Plan,https://mmis.hkpl.gov.hk///c/portal/cover?c=QF757YsWv59%2F9WIUSQ5l7%2Fm%2BLaqXoBAd#.YW1kGBtofbY.link,NaN,NaN,NaN
HK,Hong Kong,Island Line,Island Line,1981,1986,0,12.5,84,10.5,2,0,14,200,Plan,8748,HKD,1983,0.4907,4292.6436,343.411488,0,3.059257028,13132.3001,1050.584008,Plan,https://mmis.hkpl.gov.hk///c/portal/cover?c=QF757YsWv59%2F9WIUSQ5l7xsxoWQ4dkCT#.YW1js87Ueak.link,NaN,NaN,NaN
HK,Hong Kong,Eastern Harbour Crossing,Eastern Harbour Crossing,1986,1989,0,4.6,100,4.6,0,0,1,200,Plan,1254,HKD,1987,0.3768,472.5072,102.7189565,0,2.682235915,1267.375782,275.5164744,Plan,https://mmis.hkpl.gov.hk///c/portal/cover?c=QF757YsWv59%2F9WIUSQ5l77yBOL%2Bgwk13#.YW423bEbO3o.link,NaN,NaN,NaN
IN,Delhi,Noida Metro,Noida Metro,2015,2019,0,29.7,0,0,0,0,21,NaN,Trade,42610,INR,2017,0.048,2045.28,68.86464646,0,1.243072781,2542.431897,85.60376757,Media,https://timesofindia.indiatimes.com/city/noida/noida-greater-noida-metro-link-to-cost-less-than-estimate/articleshow/58370627.cms,NaN,NaN,NaN
IN,Jaipur,Metro,Phase 1,2011,2020,0,12.1,23,2.8,0,0,11,NaN,Plan,31490,INR,2011,0.064,2015.36,166.5586777,0,1.354598358,2730.003346,225.6201113,Plan,http://mohua.gov.in/upload/uploadfiles/files/Jaipur_Metro_PPT.pdf,NaN,NaN,"End year: Most of the line, Phase 1A, opened in 2015."
IN,Lucknow,Line 1,Line 1,2014,2019,0,22.9,15,3.4,0,0,22,NaN,Plan,69280,INR,2016,0.05,3464,151.2663755,0,1.269554638,4397.737266,192.0409286,Plan,https://pib.gov.in/newsite/PrintRelease.aspx?relid=133816,NaN,NaN,Stations: TMTG claims 23 and lists 22. https://themetrorailguy.com/lucknow-metro-information-map-updates/
IT,Brescia,Metro,Metro,2003,2013,0,13.7,71,9.7,0,0,17,40,Wiki,716,EUR,2008,1.3,930.8,67.94160584,0,1.415224126,1317.290616,96.15259974,Media,https://www.giornaledibrescia.it/brescia-e-hinterland/metrobus-a-brescia-arrivano-71-6-milioni-dal-cipe-1.1130855,NaN,NaN,Cost: bresciamobilita.albofornitori.net/tender/documenti/2963/29812001d52fb08abe1458b8021df147f6f77079.pdf says 792.4 million in 2015 euros.
IT,Naples,Line 1,Line 1 - city center,1999,2021,0,4.3,100,4.3,0,0,5,110,Plan,1748,EUR,2017,1.3,2272.4,528.4651163,0,1.243072781,2824.758587,656.9206016,Plan,NaN,NaN,NaN,NaN
IT,Naples,Line 1,Line 1 airport extension,2014,2024,0,3.5,100,3.5,0,0,4,110,Plan,652,EUR,2019,1.3,847.6,242.1714286,0,1.191839066,1010.202792,288.6293691,Plan,http://silos.infrastrutturestrategiche.it/admin/scheda.aspx?id=1324,NaN,NaN,NaN
IT,Naples,Line 1,Line 6 (Mostra-Municipio),2002,2021,0,3.3,100,3.3,0,0,4,80,Plan,790,EUR,2011,1.3,1027,311.2121212,0,1.354598358,1391.172513,421.5674283,Plan,http://silos.infrastrutturestrategiche.it/admin/scheda.aspx?id=1317,NaN,NaN,NaN
IT,Turin,Line 2,Line 2 -phase 1-2,2024,2030,0,9.4,100,9.4,0,0,13,60,Plan,1828,EUR,2020,1.3,2376.4,252.8085106,0,1.17731472,2797.770701,297.6351809,Plan,https://www.infrato.it/wp-content/uploads/2022/01/2022_1_Presentazione-Linea-2.pdf,NaN,NaN,"Cost: this number includes trains too...
maybe we can skip from the database
	-Marco Chitti"
JP,Osaka,Hanshin Namba Line,Hanshin Namba Line,2003,2009,1,3.8,100,3.8,0,0,3,NaN,Wiki,127500,JPY,2006,0.008,1020,268.4210526,0,1.511418651,1541.647024,405.6965852,Plan,https://www.hankyu-hanshin.co.jp/upload/irRelatedInfoEn/15.pdf,NaN,NaN,Reference: P. 23 of the PDF.
RS,Belgrade,Metro Line 1,Metro Line 1,2021,2026,0,22,100,22,0,0,24,NaN,Trade,1800,EUR,2023,3.05,5490,249.5454545,0,1,5490,249.5454545,Trade,https://www.railwaypro.com/wp/alstom-involved-in-the-belgrade-metro-project/,NaN,NaN,NaN
RS,Belgrade,Metro Line 2,Metro Line 2,2021,2026,0,20,100,20,0,0,21,NaN,Trade,2200,EUR,2023,3.05,6710,335.5,0,1,6710,335.5,Trade,https://www.railwaypro.com/wp/alstom-involved-in-the-belgrade-metro-project/,NaN,NaN,NaN
SE,Gothenburg,West Link,West Link,2018,2026,1,8,75,6,0,0,3,NaN,Plan,20000,SEK,2009,0.112,2240,280,0,1.420277155,3181.420827,397.6776034,Plan,https://www.trafikverket.se/en/startpage/projects/Railway-construction-projects/The-West-Link-ProjectVastlanken/,NaN,NaN,NaN
TW,Taipei,"System to 2012, ex-Neihu","System to 2012, ex-Neihu",1988,2012,0,93.9,65,60.9,0,0,92,NaN,Measured,557286,TWD,2000,0.0664,37003.7904,394.0765751,0,1.769465738,65476.93927,697.3049976,Trade,https://www.railjournal.com/in_depth/taiwan-transit-in-transition,NaN,NaN,"Length: The cost source says 114.2 km, but at the time it was written the system only had 108.7 km; we believe the discrepancy is due to yard track."
TW,Taipei,Neihu Line,Neihu Line,2002,2009,0,14.8,26,3.8,0,0,12,NaN,Measured,63714,TWD,2005,0.0664,4230.6096,285.852,0,1.560174091,6600.487488,445.9788843,Plan,https://web.archive.org/web/20160420112521/http://www2.dorts.gov.tw/news/newsletter/ns259/rp259_02.htm,NaN,NaN,"Cost: https://web.archive.org/web/20090601043609/http://www.edpo.dorts.gov.tw/cgi-bin/SM_theme?page=4945c9ad Says 66,700."
TW,Taipei,Xinyi Line,Xinyi Line,2002,2013,0,6.5,100,6.5,0,0,7,NaN,Media,39000,TWD,2007,0.0664,2589.6,398.4,0,1.469562366,3805.578702,585.4736464,Media,https://www.taipeitimes.com/News/editorials/archives/2013/11/28/2003577823,NaN,NaN,NaN
TW,Taipei,Xinyi Line,Xinyi Line East Extension,2016,2022,0,1.4,100,1.4,0,0,1,NaN,Plan,9000,TWD,2019,0.0664,597.6,426.8571429,0,1.191839066,712.2430256,508.7450183,Plan,https://english.gov.taipei/News_Content.aspx?n=A11F01CFC9F58C83&sms=DFFA119D1FD5602C&s=C36916C73CDB70EA,NaN,NaN,NaN
US,Honolulu,HART,HART,2011,2026,0,32,0,0,0,0,21,NaN,Trade,11371,USD,2018,1,11371,355.34375,1,1.21343491,13797.96836,431.1865114,Media,https://www.hawaiibusiness.com/hart-history-hawaii-rail-project-when-finished-budget/,NaN,NaN,"Cost: With contingency, without finance charges."
US,Los Angeles,Crenshaw/LAX Line,Crenshaw/LAX Line,2014,2022,0,13.7,34,4.7,0,0,9,NaN,Wiki,2100,USD,2017,1,2058,150.2189781,1,1.243072781,2558.243783,186.7331228,Media,https://spectrumnews1.com/ca/la-west/transportation/2022/01/25/-2-1-billion-crenshaw-lax-light-rail-project-near-completion,NaN,NaN,NaN
US,Miami,Metrorail extension to MIA,Metrorail extension to MIA,2009,2012,0,3.9,0,0,3.9,0,1,NaN,Plan,506,USD,2010,1,506,129.7435897,1,1.397356642,707.062461,181.2980669,Plan,https://www.miamidade.gov/transit/improvement-airportlink.asp,NaN,NaN,NaN
US,Seattle,West Seattle and Ballard,West Seattle and Ballard,2026,2036,0,19,32,6,0,0,13,NaN,Plan,12341,USD,2020,1,12341,649.5263158,1,1.17731472,14529.24096,764.6968926,Plan,https://publicola.com/wp-content/uploads/2021/01/Presentation-Updated-Project-Cost-Estimates-210107.pdf,NaN,NaN,NaN
US,Washington,Silver Line,Silver Line Phase 1,2009,2014,0,18.8,4,0.7,0,0,5,NaN,Measured,2982,USD,2011,1,2982,158.6170213,1,1.354598358,4039.412303,214.8623565,Plan,http://www.dullesmetro.com/about-dulles-rail/funding/,NaN,NaN,NaN
US,Washington,Silver Line,Silver Line Phase 2,2013,2022,0,18.3,0,0,0,0,6,NaN,Plan,3050,USD,2017,1,3050,166.6666667,1,1.243072781,3791.371981,207.1787968,Plan,https://dcist.com/story/22/07/19/silver-line-cost-additional-250-million/,NaN,NaN,NaN
TR,Adana,First stage,First stage,1996,2010,0,13.9,25,3.5,0,0,13,NaN,Wiki,534,USD,2006,2,1068,76.83453237,0,1.511418651,1614.195119,116.1291453,Media,https://www.sabah.com.tr/gundem/2010/05/13/adana_metrosu_hizmete_giriyor,NaN,NaN,"Cost: 340 in 1996-2002, 194 in 2008-10."
TR,Istanbul,M6,M6,2013,2015,0,3.3,100,3.3,0,0,4,90,Plan,124.6,USD,2014,2,249.2,75.51515152,0,1.287096175,320.7443667,97.19526264,Plan,https://www.uab.gov.tr/uploads/cities/istanbul/34-istanbul.pdf,NaN,NaN,NaN
TR,Istanbul,M3,M3 Phase 3,2017,2022,0,6.2,100,6.2,0,0,4,180,Plan,205.9,USD,2020,3.3,679.47,109.5919355,0,1.17731472,799.9500328,129.0241988,Plan,"https://rayhaber.com/2017/03/basaksehir-kayasehir-metrosu-insaati-ihale-sonucu/,",NaN,NaN,NaN
TR,Istanbul,M7,M7 Phase 3,2017,2027,0,18.5,97,18,0,0,11,180,Plan,896.3,USD,2020,3.3,2957.79,159.8805405,0,1.17731472,3482.249706,188.2297138,Plan,https://www.ibb.istanbul/Uploads/2019/10/1.-DOc.DR.PELiN-ALPKoKiN--RAYLI-SiSTEMLERiN-MEVCUT-DURUMU.pdf,NaN,NaN,NaN
TR,Istanbul,M9,M9,2016,2023,0,13.4,100,13.4,0,0,12,90,Plan,386.7,USD,2020,3.3,1276.11,95.23208955,0,1.17731472,1502.383087,112.1181408,Plan,https://www.ibb.istanbul/Uploads/2019/10/1.-DOc.DR.PELiN-ALPKoKiN--RAYLI-SiSTEMLERiN-MEVCUT-DURUMU.pdf,NaN,NaN,NaN
TR,Istanbul,M1,M1A-M1B (LR),1987,2014,0,26.6,36,9.7,0,0,23,100-140,Plan,882,USD,2000,2.2,1940.4,72.94736842,0,1.769465738,3433.471317,129.0778691,Plan,NaN,NaN,NaN,NaN
DE,Munich,Second Trunk Line,Second Trunk Line,2016,2028,1,7.2,100,7.2,0,0,3,210,Plan,3849,EUR,2020,1.35,5196.15,721.6875,0,1.17731472,6117.503882,849.653317,Plan,https://www.2.stammstrecke-muenchen.de/kosten-und-finanzierung.html,NaN,NaN,NaN
TR,Istanbul,M1,M1B,2017,2027,0,9.7,95,9.3,0,0,10,125,Plan,786,USD,2020,3.3,2593.8,267.4020619,0,1.17731472,3053.718921,314.8163836,Media,https://ekap.kik.gov.tr/EKAP/Ortak/IhaleArama/index.html,NaN,NaN,NaN
TR,Istanbul,M4 P4-M10,M4 P4-M10,2017,2024,0,14,100,14,0,0,8,180,Plan,344,USD,2020,3.3,1135.2,81.08571429,0,1.17731472,1336.48767,95.46340501,Media,https://ekap.kik.gov.tr/EKAP/Ortak/IhaleArama/index.html,NaN,NaN,NaN
PL,Łódź,Cross-City Line,Cross-City Line,2018,2023,1,5.25,100,5.25,0,0,2,NaN,Wiki,1760,PLN,2020,0.561,987.36,188.0685714,0,1.17731472,1162.433462,221.4158975,Trade,https://www.transport-publiczny.pl/mobile/rusza-drazenie-tuneli-w-lodzi-tunele-wykonaja-katarzyna-i-faustyna-67079.html,NaN,NaN,"Length: Imputed from 3 km double-track and 4.5 km single-track., Reference: See also https://www.railwaypro.com/wp/tbm-for-lodz-cross-city-tunnel-unveiled/."
FR,Paris,RER D,RER D Gare de Lyon-Les Halles,1991,1995,1,2.5,100,2.5,0,0,0,NaN,Plan,321,EUR,2003,1.25,401.25,160.5,0,1.65598913,664.4656386,265.7862554,Plan,http://www.cgedd.developpement-durable.gouv.fr/IMG/pdf/RER_D_ChateletGareLyon_cle776cb1-1.pdf,NaN,NaN,Reference: P. 21
TW,Taipei,Keelung MRT,Keelung MRT,2023,2032,0,16,10,1.6,12.8,1.6,13,NaN,Media,42500,TWD,2027,0.0664,2822,176.375,0,1,2822,176.375,Media,https://focustaiwan.tw/politics/202202220017,NaN,NaN,TunnelPer: Approximate; imputed from station descriptions in https://www.archyde.com/the-first-phase-of-the-keelung-mrt-route-is-finalized-a-total-of-13-stations-from-badu-to-nangang-will-be-completed-as-soon-as-the-end-of-2032-politics-%E6%96%B0%E5%A4%B4%E5%A3%B3-newtalk/.
CZ,Prague,Line C,Line C to Letnany,2004,2008,0,4.6,100,4.6,0,0,3,97,Wiki,15000,CZK,2006,0.069,1035,225,0,1.511418651,1564.318304,340.0691964,Media,https://zpravy.aktualne.cz/czk-15bn-prague-metro-extension-ends-in-a-field/r~i:article:630675/,NaN,NaN,NaN
CZ,Prague,Line D,Line D,2021,2029,0,10.5,90,9.5,1,0,10,97,Wiki,73000,CZK,2025,0.0776,5664.8,539.5047619,0,1,5664.8,539.5047619,Media,https://deutsch.radio.cz/prager-metro-bau-der-neuen-linie-d-nimmt-konturen-8683676,NaN,NaN,NaN
DE,Munich,U3,U3 to Moosach,2004,2010,0,1.7,100,1.7,0,0,2,120,Trade,180,EUR,2007,1.25,225,132.3529412,0,1.469562366,330.6515323,194.5009013,Trade,https://www.u-bahn-muenchen.de/report/baustellenreport/moosach/,NaN,NaN,Cost: See also media source at https://www.tz.de/muenchen/stadt/u-bahn-offensive-zwei-neue-bahnhoefe-1003587.html.
DE,Munich,U5,U5 to Pasing,2022,2029,0,3.8,100,3.8,0,0,3,120,Plan,988,EUR,2025,1.35,1333.8,351,0,1,1333.8,351,Media,https://www.sueddeutsche.de/muenchen/muenchen-u-bahn-u5-pasing-kosten-1.5475070,NaN,NaN,NaN
IT,Catania,Galatea-Stesicoro,Galatea-Stesicoro,2001,2016,0,1.9,100,1.9,0,0,2,80,Plan,85,EUR,2012,1.3,110.5,58.15789474,0,1.327133984,146.6483053,77.18331856,Plan,http://silos.infrastrutturestrategiche.it/admin/scheda.aspx?id=1723,NaN,NaN,NaN
IT,Catania,Borgo-Nesima,Borgo-Nesima,2007,2017,0,3.1,100,3.1,0,0,4,80,Plan,104,EUR,2012,1.3,135.2,43.61290323,0,1.327133984,179.4285147,57.88016603,Plan,http://silos.infrastrutturestrategiche.it/admin/scheda.aspx?id=1723,NaN,NaN,NaN
